naics,naics_title,sic,sic_description
333998,All Other Miscellaneous General Purpose Machinery Manufacturing ,3841,Surgical and Medical Instruments
334111,Electronic Computer Manufacturing ,3571,Electronic Computers
334112,Computer Storage Device Manufacturing ,3572,Computer Storage Devices
334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing ,3575,Computer Terminals
334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing ,3577,"Computer Peripheral Equipment, Nec"
334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing ,3578,Calculating and Accounting Equipment
334210,Telephone Apparatus Manufacturing,3661,Telephone and Telegraph Apparatus
334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,3663,Radio and T.v. Communications Equipment
334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,3679,"Electronic Components, Nec"
334290,Other Communications Equipment Manufacturing,3669,"Communications Equipment, Nec"
334310,Audio and Video Equipment Manufacturing,3651,Household Audio and Video Equipment
334310,Audio and Video Equipment Manufacturing,3679,"Electronic Components, Nec"
334412,Bare Printed Circuit Board Manufacturing  ,3672,Printed Circuit Boards
334413,Semiconductor and Related Device Manufacturing ,3674,Semiconductors and Related Devices
334416,"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing ",3675,Electronic Capacitors
334416,"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing ",3676,Electronic Resistors
334416,"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing ",3677,Electronic Coils and Transformers
334417,Electronic Connector Manufacturing ,3678,Electronic Connectors
334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing ,3577,"Computer Peripheral Equipment, Nec"
334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing ,3661,Telephone and Telegraph Apparatus
334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing ,3679,"Electronic Components, Nec"
334419,Other Electronic Component Manufacturing ,3671,Electron Tubes
334419,Other Electronic Component Manufacturing ,3679,"Electronic Components, Nec"
334510,Electromedical and Electrotherapeutic Apparatus Manufacturing ,3842,Surgical Appliances and Supplies
334510,Electromedical and Electrotherapeutic Apparatus Manufacturing ,3845,Electromedical Equipment
334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing ",3812,Search and Navigation Equipment
334512,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use ",3822,Environmental Controls
334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables ",3823,Process Control Instruments
334514,Totalizing Fluid Meter and Counting Device Manufacturing ,3824,Fluid Meters and Counting Devices
334514,Totalizing Fluid Meter and Counting Device Manufacturing ,3825,Instruments To Measure Electricity
334514,Totalizing Fluid Meter and Counting Device Manufacturing ,3829,"Measuring and Controlling Devices, Nec"
334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals ,3663,Radio and T.v. Communications Equipment
334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals ,3679,"Electronic Components, Nec"
334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals ,3825,Instruments To Measure Electricity
334516,Analytical Laboratory Instrument Manufacturing ,3826,Analytical Instruments
334517,Irradiation Apparatus Manufacturing ,3844,X-ray Apparatus and Tubes
334517,Irradiation Apparatus Manufacturing ,3845,Electromedical Equipment
334519,Other Measuring and Controlling Device Manufacturing ,3429,"Hardware, Nec"
334519,Other Measuring and Controlling Device Manufacturing ,3495,Wire Springs
334519,Other Measuring and Controlling Device Manufacturing ,3579,"Office Machines, Nec"
334519,Other Measuring and Controlling Device Manufacturing ,3599,"Industrial Machinery, Nec"
334519,Other Measuring and Controlling Device Manufacturing ,3829,"Measuring and Controlling Devices, Nec"
334519,Other Measuring and Controlling Device Manufacturing ,3829,"Measuring and Controlling Devices, Nec"
334519,Other Measuring and Controlling Device Manufacturing ,3873,"Watches, Clocks, Watchcases, and Parts"
334519,Other Measuring and Controlling Device Manufacturing ,3915,Jewelers' Materials and Lapidary Work
334610,Manufacturing and Reproducing Magnetic and Optical Media ,3577,"Computer Peripheral Equipment, Nec"
334610,Manufacturing and Reproducing Magnetic and Optical Media ,3695,Magnetic and Optical Recording Media
334610,Manufacturing and Reproducing Magnetic and Optical Media ,3652,Prerecorded Records and Tapes
334610,Manufacturing and Reproducing Magnetic and Optical Media ,7372,Prepackaged Software
334610,Manufacturing and Reproducing Magnetic and Optical Media ,7819,Services Allied To Motion Pictures
335131,Residential Electric Lighting Fixture Manufacturing ,3645,Residential Lighting Fixtures
335131,Residential Electric Lighting Fixture Manufacturing ,3999,"Manufacturing Industries, Nec"
335132,"Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturing ",3646,"Commercial, Industrial, and Institutional Electric Lighting Fixtures"
335139,Electric Lamp Bulb and Other Lighting Equipment Manufacturing ,3641,Electric Lamps
335139,Electric Lamp Bulb and Other Lighting Equipment Manufacturing ,3648,"Lighting Equipment, Nec"
335139,Electric Lamp Bulb and Other Lighting Equipment Manufacturing ,3699,"Electrical Equipment and Supplies, Nec"
335210,Small Electrical Appliance Manufacturing,3634,Electric Housewares and Fans
335210,Small Electrical Appliance Manufacturing,3635,Household Vacuum Cleaners
335210,Small Electrical Appliance Manufacturing,3639,"Household Appliances, Nec"
335210,Small Electrical Appliance Manufacturing,3999,"Manufacturing Industries, Nec"
335220,Major Household Appliance Manufacturing ,3631,Household Cooking Equipment
335220,Major Household Appliance Manufacturing ,3632,Household Refrigerators and Freezers
335220,Major Household Appliance Manufacturing ,3633,Household Laundry Equipment
335220,Major Household Appliance Manufacturing ,3639,"Household Appliances, Nec"
335311,"Power, Distribution, and Specialty Transformer Manufacturing ",3548,Welding Apparatus
335311,"Power, Distribution, and Specialty Transformer Manufacturing ",3612,"Power, Distribution and Specialty Transformers"
335312,Motor and Generator Manufacturing ,3621,Motors and Generators
335312,Motor and Generator Manufacturing ,7694,Armature Rewinding Shops
335313,Switchgear and Switchboard Apparatus Manufacturing ,3613,Switchgear and Switchboard Apparatus
335314,Relay and Industrial Control Manufacturing ,3625,Relays and Industrial Controls
335910,Battery Manufacturing ,3691,Storage Batteries
335910,Battery Manufacturing ,3692,"Primary Batteries, Dry and Wet"
335921,Fiber Optic Cable Manufacturing ,3357,Nonferrous Wiredrawing and Insulating
335929,Other Communication and Energy Wire Manufacturing ,3357,Nonferrous Wiredrawing and Insulating
335931,Current-Carrying Wiring Device Manufacturing ,3643,Current-carrying Wiring Devices
335932,Noncurrent-Carrying Wiring Device Manufacturing ,3644,Noncurrent-carrying Wiring Devices
335991,Carbon and Graphite Product Manufacturing ,3624,Carbon and Graphite Products
335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing ,3629,Electrical Industrial Apparatus
335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing ,3699,"Electrical Equipment and Supplies, Nec"
336110,Automobile and Light Duty Motor Vehicle Manufacturing ,3711,Motor Vehicles and Car Bodies
336110,Automobile and Light Duty Motor Vehicle Manufacturing ,3711,Motor Vehicles and Car Bodies
336120,Heavy Duty Truck Manufacturing,3711,Motor Vehicles and Car Bodies
336211,Motor Vehicle Body Manufacturing ,3711,Motor Vehicles and Car Bodies
336211,Motor Vehicle Body Manufacturing ,3713,Truck and Bus Bodies
336211,Motor Vehicle Body Manufacturing ,3714,Motor Vehicle Parts and Accessories
336212,Truck Trailer Manufacturing ,3715,Truck Trailers
336213,Motor Home Manufacturing ,3716,Motor Homes
336214,Travel Trailer and Camper Manufacturing ,3792,Travel Trailers and Campers
336214,Travel Trailer and Camper Manufacturing ,3799,"Transportation Equipment, Nec"
336310,Motor Vehicle Gasoline Engine and Engine Parts Manufacturing,3592,"Carburetors, Pistons, Rings, Valves"
336310,Motor Vehicle Gasoline Engine and Engine Parts Manufacturing,3714,Motor Vehicle Parts and Accessories
336320,Motor Vehicle Electrical and Electronic Equipment Manufacturing,3647,Vehicular Lighting Equipment
336320,Motor Vehicle Electrical and Electronic Equipment Manufacturing,3694,Engine Electrical Equipment
336320,Motor Vehicle Electrical and Electronic Equipment Manufacturing,3714,Motor Vehicle Parts and Accessories
336330,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,3714,Motor Vehicle Parts and Accessories
336340,Motor Vehicle Brake System Manufacturing,3292,Asbestos Products
336340,Motor Vehicle Brake System Manufacturing,3714,Motor Vehicle Parts and Accessories
336350,Motor Vehicle Transmission and Power Train Parts Manufacturing,3292,Asbestos Products
336350,Motor Vehicle Transmission and Power Train Parts Manufacturing,3714,Motor Vehicle Parts and Accessories
336360,Motor Vehicle Seating and Interior Trim Manufacturing,2396,Automotive and Apparel Trimmings
336360,Motor Vehicle Seating and Interior Trim Manufacturing,2399,"Fabricated Textile Products, Nec"
336360,Motor Vehicle Seating and Interior Trim Manufacturing,2531,Public Building and Related Furniture
336360,Motor Vehicle Seating and Interior Trim Manufacturing,3499,"Fabricated Metal Products, Nec"
336370,Motor Vehicle Metal Stamping,3465,Automotive Stampings
336390,Other Motor Vehicle Parts Manufacturing,3429,"Hardware, Nec"
336390,Other Motor Vehicle Parts Manufacturing,3519,"Internal Combustion Engines, Nec"
336390,Other Motor Vehicle Parts Manufacturing,3585,Refrigeration and Heating Equipment
336390,Other Motor Vehicle Parts Manufacturing,3599,"Industrial Machinery, Nec"
336390,Other Motor Vehicle Parts Manufacturing,3714,Motor Vehicle Parts and Accessories
336390,Other Motor Vehicle Parts Manufacturing,3799,"Transportation Equipment, Nec"
336411,Aircraft Manufacturing ,3721,Aircraft
336411,Aircraft Manufacturing ,3728,"Aircraft Parts and Equipment, Nec"
336412,Aircraft Engine and Engine Parts Manufacturing ,3724,Aircraft Engines and Engine Parts
336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing ,3728,"Aircraft Parts and Equipment, Nec"
336414,Guided Missile and Space Vehicle Manufacturing ,3761,Guided Missiles and Space Vehicles
336415,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing ,3764,Space Propulsion Units and Parts
336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing ,3769,"Space Vehicle Equipment, Nec"
336510,Railroad Rolling Stock Manufacturing,3531,Construction Machinery
336510,Railroad Rolling Stock Manufacturing,3743,Railroad Equipment
336611,Ship Building and Repairing ,3731,Shipbuilding and Repairing
336612,Boat Building ,3069,"Fabricated Rubber Products, Nec"
336612,Boat Building ,3089,"Plastics Products, Nec"
336612,Boat Building ,3732,Boatbuilding and Repairing
336612,Boat Building ,3999,"Manufacturing Industries, Nec"
336991,"Motorcycle, Bicycle, and Parts Manufacturing ",3751,"Motorcycles, Bicycles, and Parts"
336991,"Motorcycle, Bicycle, and Parts Manufacturing ",3944,"Games, Toys, and Children's Vehicles"
336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing ",3711,Motor Vehicles and Car Bodies
336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing ",3795,Tanks and Tank Components
336999,All Other Transportation Equipment Manufacturing ,3799,"Transportation Equipment, Nec"
337110,Wood Kitchen Cabinet and Countertop Manufacturing,2434,Wood Kitchen Cabinets
337110,Wood Kitchen Cabinet and Countertop Manufacturing,2541,Wood Partitions and Fixtures
337110,Wood Kitchen Cabinet and Countertop Manufacturing,5712,Furniture Stores
337121,Upholstered Household Furniture Manufacturing ,2512,Upholstered Household Furniture
337121,Upholstered Household Furniture Manufacturing ,2514,Metal Household Furniture
337121,Upholstered Household Furniture Manufacturing ,2515,Mattresses and Bedsprings
337121,Upholstered Household Furniture Manufacturing ,5712,Furniture Stores
337122,Nonupholstered Wood Household Furniture Manufacturing ,2511,Wood Household Furniture
337122,Nonupholstered Wood Household Furniture Manufacturing ,5712,Furniture Stores
337126,Household Furniture (except Wood and Upholstered) Manufacturing ,2499,"Wood Products, Nec"
337126,Household Furniture (except Wood and Upholstered) Manufacturing ,2519,"Household Furniture, Nec"
337126,Household Furniture (except Wood and Upholstered) Manufacturing ,2514,Metal Household Furniture
337127,Institutional Furniture Manufacturing ,2531,Public Building and Related Furniture
337127,Institutional Furniture Manufacturing ,2541,Wood Partitions and Fixtures
337127,Institutional Furniture Manufacturing ,2542,"Partitions and Fixtures, Except Wood"
337127,Institutional Furniture Manufacturing ,2599,"Furniture and Fixtures, Nec"
337127,Institutional Furniture Manufacturing ,2599,"Furniture and Fixtures, Nec"
337127,Institutional Furniture Manufacturing ,3821,Laboratory Apparatus and Furniture
337127,Institutional Furniture Manufacturing ,3841,Surgical and Medical Instruments
337127,Institutional Furniture Manufacturing ,3952,Lead Pencils and Art Goods
337127,Institutional Furniture Manufacturing ,3999,"Manufacturing Industries, Nec"
337211,Wood Office Furniture Manufacturing ,2521,Wood Office Furniture
337212,Custom Architectural Woodwork and Millwork Manufacturing ,2541,Wood Partitions and Fixtures
337214,Office Furniture (except Wood) Manufacturing ,2522,"Office Furniture, Except Wood"
337215,"Showcase, Partition, Shelving, and Locker Manufacturing ",2426,Hardwood Dimension and Flooring Mills
337215,"Showcase, Partition, Shelving, and Locker Manufacturing ",2511,Wood Household Furniture
337215,"Showcase, Partition, Shelving, and Locker Manufacturing ",2514,Metal Household Furniture
337215,"Showcase, Partition, Shelving, and Locker Manufacturing ",2541,Wood Partitions and Fixtures
337215,"Showcase, Partition, Shelving, and Locker Manufacturing ",2542,"Partitions and Fixtures, Except Wood"
337215,"Showcase, Partition, Shelving, and Locker Manufacturing ",3089,"Plastics Products, Nec"
337215,"Showcase, Partition, Shelving, and Locker Manufacturing ",3429,"Hardware, Nec"
337215,"Showcase, Partition, Shelving, and Locker Manufacturing ",3499,"Fabricated Metal Products, Nec"
337910,Mattress Manufacturing,2515,Mattresses and Bedsprings
337920,Blind and Shade Manufacturing,2591,Drapery Hardware and Blinds and Shades
339112,Surgical and Medical Instrument Manufacturing ,3829,"Measuring and Controlling Devices, Nec"
339112,Surgical and Medical Instrument Manufacturing ,3841,Surgical and Medical Instruments
339113,Surgical Appliance and Supplies Manufacturing ,2499,"Wood Products, Nec"
